"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Easy Run","Run","Easy/steady run in Z2.","0.666666666666667","","2022-01-22","","6541.1298828125","","","","","0.66723221540451","2.72300004959106","","87","","153","161","","","0.721846947508849","38.14","1","21","18","0","0","","","","","","","","","","","","","","","","",""
"VIDEO: Fuelling Long Workouts","Custom","Check this video for more: https://bit.ly/FuellingLongWorkouts","","","2022-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","0.833333333333333","","2022-01-23","","10011.5703125","","","","","1.03925359249115","2.67600011825562","","88","","151","162","","","0.709120471213741","57.94","2","50","10","0","0","","","","","","","","","","","","","","","","",""
"VIDEO: Why You Need To Stick to Zone 2","Custom","Why You Need To Stick to Zone 2: https://bit.ly/WhyZone2","","","2022-01-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Recovery","Swim","These sessions are carried out at lower intensities providing the opportunity for recovery and to focus on technique. Warm Up: 1 x (100 FS in Z2 + 100 Drill* in Z2 + 5 secs rest), 2 x (50 Breast in Z2 + 50 Back in Z2 + 5 sec rests). Main Set: 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (200 FS in Z2 + 200 Pull in Z2 + 15 secs rest), 1 x (100 FS in Z2 + 100 Pull in Z2 + 15 secs rest). Warm Down: 1 x (200 Choice in Z2).","0.750833333333333","1800","2022-01-24","*Swim Drills: For swim sets that include 'Drills' please refer to the article below. It will help you select the swim Drills that are most relevant to you and will improve your technique. https://myprocoach-help.zendesk.com/hc/en-us/articles/360023124211 For How to Follow Your Swim Workouts: https://myprocoach-help.zendesk.com/hc/en-us/articles/360022874592 For all swims (whether in a Yard or Meter Pool) follow the distances in the Workout Description section. There is also yard/meter button you can toggle in the Workout Details section below.","1000","","","","","0.361835556560092","0.761614623000762","","23","","","","","","1.02102857982418","38.51","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: First Recovery Week","Other","Check Phil's Short Video on Recovery: https://bit.ly/RecoveryWk1","","","2022-01-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Bike","Bike","Warm Up: 10 mins in mid Z2. Main Set: 2 mins in upper Z4 + 1 min recovery in Z1, 3 mins in upper Z4 + 90 secs recovery in Z1, 4 mins in upper Z4 + 2 mins recovery in Z1, 5 mins in upper Z4 + 3 mins recovery in Z1, 4 mins in upper Z4 + 2 mins recovery in Z1, 3 mins in upper Z4 + 90 secs recovery in Z1, 2 mins in upper Z4 + 1 min recovery in Z1. Warm Down: 5 mins low Z2.","0.833333333333333","","2022-01-25","","18070.640625","147","486","393.479","","0.739104151725769","6.79099988937378","","66","","133","184","","","0.766352001061357","36.31","13","24","7","1","0","","","","","","35","9","8","2","1","","","","","","",""
"Prep Phase 1: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 2 x 12 (Exercise 1) 2. Alternate Lunge: 2 x 8 (Exercise 5) 3. Single Leg Squat: 2 x 6 (Exercise 3) 4. Reverse Lunge: 2 x 6 (Exercise 6) 5. Bent Over Row: 2 x 12 (Exercise 12) 6. Push Up: 2 x 12 (Exercise 13) 7. Glute Bridge: 2 x 12 (Exercise 18) 8. Bird Dog: 2 x 7 (Exercise 19) 9. Plank: 2 reps (Exercise 21) 10. Reverse Crunch: 2 x 12 (Exercise 28) Flexibility: 5-10 minutes Notes: 1. 2 x 12 = 2 sets of 12 repetitions with a rest between sets. 2. Rests are 20-40 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-01-25","Prep Phase: The goal of the Preparation phase is to develop neuromuscular efficiency, stability and functional strength. Resistance during the Prep Phase: Fairly light weights to enable you to adopt and maintain correct form throughout. If your muscles burn at the end of a set then you are lifting too heavy for this phase. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: Printing Swim Workouts","Custom","How to print your swim workouts: https://bit.ly/SwimPrint","","","2022-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nutrition in Training","Custom","Nutrition in Training: https://myprocoach-help.zendesk.com/hc/en-us/articles/360022206491-Nutrition-in-Training Please email us if you have any comments or feedback that may help improve your training experience: info@myprocoach.net","","","2022-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-01-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 15 mins in Z2. Main Set: 3 mins in Z4 + 3 mins recovery in Z2, 4 mins in Z5 + 4 mins recovery in Z1, 3 mins in Z4 + 3 mins recovery in Z2. Warm Down: 5 mins in Z2.","0.666666666666667","","2022-01-27","","5065.97021484375","","","","","0.515357196331024","2.73099994659424","","88","","146","166","","","0.720908710258237","29.18","11","19","1","0","0","","","","","","","","","","","","","","","","",""
"Prep Phase 1: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 2 x 12 (Exercise 1) 2. Step Up: 2 x 7 (Exercise 7) 3. Single Leg Squat: 2 x 6 (Exercise 3) 4. Lat & Front Raise Combo: 2 x 8 (Exercise 11) 5. Bent Over Row: 2 x 12 (Exercise 12) 6. Dumbbell Pullover: 2 x 12 (Exercise 15) 7. Tricep Dip: 2 x 10 (Exercise 17) 8. Lying Hip Abduction: 2 x 10 (Exercise 20) 9. Plank: 2 reps (Exercise 21) 10. Spider Climber: 2 x 7 (Exercise 25) Flexibility: 5-10 minutes Notes: 1. 2 x 12 = 2 sets of 12 repetitions with a rest between sets. 2. Rests are 20-40 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-01-27","Prep Phase: The goal of the Preparation phase is to develop neuromuscular efficiency, stability and functional strength. Resistance during the Prep Phase: Fairly light weights to enable you to adopt and maintain correct form throughout. If your muscles burn at the end of a set then you are lifting too heavy for this phase. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.350885838270187","0","","","","105","122","","","0.603201486752917","13.79","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","This swim is designed to increase your endurance and feel for the water. It is a low intensity workout also aiding recovery from the tougher mid-week workouts. Warm Up: 1 x (100 Pull in Z2 + 100 Drill* in Z2 + 5 secs rest), 1 x (100 Drill in Z2 + 100 Pull in Z2 + 5 secs rest). Main Set: 2 x (100 Pull in Z2 + 100 Drill in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest), 2 x (200 Drill in Z2 + 100 Pull in Z2 + 5 sec rests), 1 x (50 Kick in Z2 + 50 Kick in Z4 + 10 secs rest). Warm Down: 1 x (50 Breast in Z2 + 50 FS in Z2), 1 x (50 Back in Z2 + 50 FS in Z2).","0.74","1800","2022-01-28","*Swim Drills: For swim sets that include 'Drills' please refer to the article below. It will help you select the swim Drills that are most relevant to you and will improve your technique. https://myprocoach-help.zendesk.com/hc/en-us/articles/360023124211 For How to Follow Your Swim Workouts: https://myprocoach-help.zendesk.com/hc/en-us/articles/360022874592 For all swims (whether in a Yard or Meter Pool) follow the distances in the Workout Description section. There is also yard/meter button you can toggle in the Workout Details section below.","1200","","","","","0.454247224065993","0.730816077953715","","23","","","","","","0.975973676547831","42.23","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Nice and easy ride today, enjoy and stop for a coffee if you like!","1.5","","2022-01-29","","46090.671875","167","477","916.957","","1.52341175079346","8.4040002822876","","81","","0","0","","","0.678287800316365","69.13","","","","","","","","","","","7","81","5","1","0","","","","","","",""
"VIDEO: What Cadence?","Custom","What Cadence Should You Ride At? https://bit.ly/RideCadence","","","2022-01-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","Nice and easy, at a chatty pace mainly in Z1-Z2.","0.75","","2022-01-30","","7601.1201171875","","","","","0.778483092784882","2.71199989318848","","88","","151","164","","","0.718708005377346","44.26","2","32","12","0","0","","","","","","","","","","","","","","","","",""
"VIDEO: The Importance of Ramp Rate and Recovery","Custom","Importance of Ramp Rate and Recovery: https://bit.ly/RampRateAndRecovery","","","2022-01-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 15 mins in Z2. Main Set: 6 x (90 secs in Z5 + 90 sec recoveries in Z1-2). Warm Down: 10 mins jog in Z2.","0.716666666666667","","2022-01-31","","7376.9599609375","","","","","0.680246651172638","3.01200008392334","","90","","159","183","","","0.798241890424025","47.56","4","13","11","9","4","","","","","","","","","","","","","","","","",""
"Pool Swim: Endurance/Technique","Swim","Warm Up: 1 x (100 FS in Z2 Breathe every 3 + 5 secs rest), 1 x (200 Pull in Z2 Breathe every 5 + 5 secs rest), 1 x (100 FS in Z2 Breathe every 3 + 5 secs rest). Main Set: 4 x (100 Drill in Z2 + 100 FS in Z3 + 10 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2 + 5 sec rests), 2 x (50 Pull in Z2 + 50 Drill in Z2 + 5 sec rests), 1 x (200 FS in Z2).","0.743055555555556","1800","2022-01-31","Phil’s Training Tip: There's a saying in swimming: ""Perfect practice makes perfect"". Meaning that swimming with bad habits may actually reinforce those bad habits. So if you want to improve your swim speed in less time, prioritise high quality swims. Think about your technique whenever you swim. Watch swim videos, read swim books and become a student of swimming. Get poolside technique coaching if you can. And always follow planned, structured swim workouts.","1200","","","","","0.399754723442925","0.828729281767956","","25","","","","","","1.10901337078667","54.53","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Bike","Bike","Warm Up: 10 mins in Z2, 5 x (10 secs in Z5 + 50 secs Z1). Main Set: 6 x (3 mins in Z4 + 1 min recoveries in Z1). Warm Down: 10 mins in Z2.","0.816666666666667","","2022-02-01","","25502.76953125","175","401","544.627"," *02/09/2022 Pawel Migdal: after 3rd @ 245 watts cont: 8.7 after 6th @ 225: 5.6*","0.862427771091461","8.21399974822998","","83","","153","178","","","0.881223175264086","63.09","0","22","21","9","0","","","","","","25","6","1","6","12","","","","","","",""
"Base Phase 1: Strength and Conditioning #1","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 12 (Exercise 1) 2. Single Leg Squat: 3 x 8 (Exercise 3) 3. Bulgarian Squat: 3 x 10 (Exercise 4) 4. Bench Press: 3 x 10 (Exercise 14) 5. Tricep Kickback: 3 x 10 (Exercise 16) 6. Bent Over Row: 3 x 10 (Exercise 12) 7. Mountain Climber: 3 x 8 (Exercise 24) 8. Reverse Crunch: 3 x 12 (Exercise 28) 9. Plank: 3 reps (Exercise 21) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-02-01","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","0","","","","","0.459987789392471","0","","","","90","141","","","0.547263449601802","14.97","4","0","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Run","Run","A nice steady run, mainly in Z1-Z2.","0.916666666666667","","2022-02-02","","10010.7001953125","","","","","1.02190136909485","2.72099995613098","","87","","151","164","","","0.715628689441007","57.99","4","35","21","0","0","","","","","","","","","","","","","","","","",""
"Pool Swim: Speed Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest), 2 x (50 Pull in Z2 + 50 Pull in Z4 + 10 sec rests). Main Set: 3 x (200 FS in Z3 + 10 sec rests), 5 x (100 FS in Z4 + 10 sec rests), 6 x (50 FS in Z5 + 15 sec rests). Warm Down: 1 x (50 FS in Z2 + 50 Back in Z2 + 5 secs rest), 1 x (100 Choice in Z2).","0.8125","2000","2022-02-02","","1500","","","","","0.507577223247952","0.816993464052288","","25","","","","","","1.09178789213707","66.06","","","","","","","","","","","","","","","","","","","","","",""
"VIDEO: Swim Drills","Custom","Check the video below to learn more about Drills: https://bit.ly/SwimDrills","","","2022-02-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rest Day","Day Off","","","","2022-02-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pool Swim: Aerobic Endurance","Swim","Warm Up: 1 x (100 FS in Z2 + 100 Pull in Z2 + 5 secs rest), 1 x (100 FS in Z2 + 100 Drill in Z2 + 5 secs rest). Main Set: 1 x (400 Pull in Z2 + 10 secs rest), 4 x (100 FS in Z3 + 5 sec rests), 2 x (200 Pull in Z2 + 5 sec rests), 2 x (200 FS in Z3 + 5 sec rests). Warm Down: 2 x (50 Back in Z2 + 50 Breast in Z2) + 5 secs rest, 1 x (100 Pull in Z2 + 100 Choice in Z2).","0.975555555555556","2400","2022-02-04","","1800","","","","","0.616196947627597","0.807174887892377","","25","","","","","","1.0792004124011","77.45","","","","","","","","","","","","","","","","","","","","","",""
"Base Phase 1: Strength and Conditioning #2","Strength","Please check the link below for full exercise instructions, progressions, alternatives and videos: https://www.myprocoach.net/wp-content/uploads/SC-Triathlon.pdf Whole Body Strength: 1. Squat: 3 x 14 (Exercise 1) 2. Alternate Lunge: 3 x 9 (Exercise 5) 3. Step Up: 3 x 8 (Exercise 7) 4. Push Up: 3 x 12 (Exercise 13) 5. Lat & Front Raise Combo: 3 x 7 (Exercise 11) 6. Dumbbell Pullover: 3 x 10 (Exercise 15) 7. Glute Bridge: 3 x 14 (Exercise 18) 8. Side Plank: 3 reps (Exercise 23) 9. Sit-Up: 3 x 10 (Exercise 27) Flexibility: 5-10 minutes Notes: 1. 3 x 12 = 3 sets of 12 repetitions with a rest between sets. 2. Rests are 30-50 secs. 3. When an exercise alternates right and left, the right PLUS left movement is 1 rep. 4. For unilateral exercises, perform reps on the right, then repeat on the left. Then move to next set. 5. Breathe out on exertion and maintain form throughout. 6. For flexibility see the link below or choose stretches that work well for you.","0.666666666666667","","2022-02-04","Base Phase: Here your strength workouts are designed to build a foundation that can be used for power development. The goal is to translate strength training into sport-specific activity. Resistance during the Base Phase: Progress the intensity during this phase by gradually adding resistance. Maintain correct form throughout. Sets should feel challenging but not 'all out'. Perform strength and conditioning once or twice each week. Avoid the ‘no pain, no gain’ thinking. Strength will compliment your training making you more powerful, less prone to injury and help you focus on range of movement required for all three disciplines. It should not inhibit your subsequent workouts.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2 today.","2.25","","2022-02-05","","52351.078125","162","380","1339.367","","2.2943115234375","6.33799982070923","","82","","146","159","","","0.746551529394209","124.99","1","107","30","0","0","","","","","","72","61","3","1","0","","","","","","",""
"VIDEO: Two Weekend Rides?","Other","Why Do Advanced Plans Have 2 Weekend Rides? https://bit.ly/2WeekendRides","","","2022-02-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zwift Run - Watopia","Run","","","","2022-02-05","","1647.35998535156","0","0","","","0.168611109256744","2.71300005912781","","0","","144","156","","","0.678927521179104","8.74","6","4","0","0","0","","","","","","","","","","","","","","","","",""
"Aerobic Endurance Ride","Bike","Ride mainly in Z2.","1.25","","2022-02-06","","26422.7109375","161","388","729.077","","1.25388884544373","5.85300016403198","","84","","148","157","","","0.735346493320787","67.46","0","57","18","0","0","","","","","","49","24","1","0","0","","","","","","",""
"Easy Run Off The Bike","Run","Easy/steady run in Z2.","0.666666666666667","","2022-02-06","Running straight off the bike is a time-efficient way to get your sessions done. It also prepares your body for the specific race-day requirements of triathlon.","6650.06005859375","0","0","","","0.667500019073486","2.76699995994568","","0","","144","154","","","0.7522741244727","41.78","27","13","0","0","0","","","","","","","","","","","","","","","","",""
"VIDEO: Why We Include Brick Workouts","Custom","Why We Include Brick Workouts: https://bit.ly/BrickWorkouts","","","2022-02-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Speed Workout Run","Run","Warm Up: 10 mins in Z2, 5 mins in Z3. Main Set: 4 x (2 mins in Z5 + 2 min recoveries in Z1). Warm Down: 10 mins jog in Z1-2.","0.683333333333333","","2022-02-07","","7609.47021484375","0","0","","","0.685000002384186","3.08500003814697","","0","","152","178","","","0.838702265931993","53.31","16","7","7","11","1","","","","","","","","","","","","","","","","",""
